e_cblp,e_cparhdr,e_minalloc,e_maxalloc,e_sp,e_csum,e_ip,e_lfanew,Machine,NumberOfSections,CreationYear,PointerToSymbolTable,NumberOfSymbols,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,class
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.8218218218218218,0.0,0.43743743743743746,0.4244244244244244,0.0,0.0,0.6266266266266266,0.7177177177177176,0.0,0.976809679215965,0.871031746031746,0.0,0.9800118804336516,0.9315738025415444,0.47897897897897895,0.3988988988988989,0.40290290290290287,0.0,0.0,0.0,0.8458458458458458,0.9364364364364364,0.9263182674199625,0.32732732732732733,0.9324686411947395,0.9439439439439439,0.7482482482482482,0.4519519519519519,0.33633633633633636,0.4314314314314314,0.41941941941941946,0.0,0.0
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.16866866866866867,0.0,0.43743743743743746,0.12812812812812813,0.0,0.0,0.7937937937937938,0.32432432432432434,0.7377377377377378,0.11711711711711711,0.026026026026026026,0.0,0.19254556702429929,0.7617617617617618,0.47897897897897895,0.3988988988988989,0.40290290290290287,0.0,0.0,0.0,0.37487487487487486,0.0,0.04254254254254254,0.32732732732732733,0.0,0.4444444444444444,0.0,0.4519519519519519,0.33633633633633636,0.4314314314314314,0.41941941941941946,0.0,0.0
0.05905905905905905,1.0,0.9364364364364364,1.0,0.498998998998999,0.0,0.0,0.8218218218218218,0.0,0.95995995995996,0.06456456456456457,0.0,0.0,0.9159159159159159,0.09309309309309309,0.9419419419419419,0.14564564564564564,0.8717757936507936,0.0,0.3156325507397787,0.0,0.47897897897897895,0.3988988988988989,0.012512512512512512,0.0,0.0,0.0,0.37487487487487486,0.0,0.6676676676676676,0.32732732732732733,0.9874331128628014,0.4444444444444444,0.0,0.4519519519519519,0.8218218218218218,0.4314314314314314,0.41941941941941946,0.0,0.0
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.6636636636636637,0.0,0.43743743743743746,0.602102102102102,0.0,0.0,0.7937937937937938,0.4054054054054054,0.0,0.5865865865865866,0.3708708708708709,0.0,0.7537665246162184,0.9363927686075336,0.47897897897897895,1.0,0.40290290290290287,0.0,0.0,0.0,0.37487487487487486,0.0,0.23273273273273273,0.8643643643643644,0.0,0.4444444444444444,0.0,0.4519519519519519,0.33633633633633636,0.4314314314314314,0.41941941941941946,0.0,0.0
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.23023023023023023,0.0,0.16516516516516516,0.4244244244244244,0.0,0.0,0.07007007007007007,0.7177177177177176,0.0,0.4134134134134134,0.1996996996996997,0.0,0.17789584948044423,0.31481481481481477,0.47897897897897895,1.0,0.40290290290290287,0.0,0.991991991991992,0.990990990990991,0.37487487487487486,0.0,0.1111111111111111,0.8643643643643644,0.6927379522799371,0.4444444444444444,0.0,0.4519519519519519,0.33633633633633636,0.4314314314314314,0.41941941941941946,0.0,0.0
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.06606606606606606,0.0,0.16516516516516516,1.0,0.0,0.0,0.7937937937937938,0.7177177177177176,0.0,0.7792792792792793,0.15915915915915918,0.0,0.8478962225947343,0.9545795111678107,1.0,1.0,0.40290290290290287,0.0,0.0,0.0,0.37487487487487486,0.0,0.5775775775775776,0.8643643643643644,0.7986315397198438,0.9439439439439439,0.887887887887888,0.4519519519519519,0.33633633633633636,0.4314314314314314,0.41941941941941946,0.0,0.0
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.3248248248248248,0.0,0.16516516516516516,0.4244244244244244,0.0,0.0,0.52002002002002,0.536036036036036,0.7377377377377378,0.42742742742742745,0.07557557557557557,0.0,0.6146146146146146,0.652152152152152,1.0,0.3988988988988989,0.8388388388388388,0.9704704704704705,0.8168168168168168,0.9634634634634635,0.37487487487487486,0.0,0.4109109109109109,0.32732732732732733,0.9615691356862353,0.4444444444444444,0.9294294294294294,0.057057057057057055,0.6986986986986987,0.4314314314314314,0.41941941941941946,0.0,0.0
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.23023023023023023,0.0,0.16516516516516516,0.2992992992992993,0.0,0.0,0.52002002002002,0.536036036036036,0.7377377377377378,0.39539539539539537,0.12812812812812813,0.0,0.5810810810810811,0.652152152152152,1.0,0.3988988988988989,0.8388388388388388,0.9704704704704705,0.8168168168168168,0.9634634634634635,0.37487487487487486,0.0,0.34034034034034033,0.32732732732732733,0.9692691736905457,0.4444444444444444,0.9854854854854855,0.057057057057057055,0.6986986986986987,0.4314314314314314,0.41941941941941946,0.0,0.0
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.06606606606606606,0.0,0.43743743743743746,0.602102102102102,0.0,0.0,0.12412412412412413,0.7177177177177176,0.0,0.13413413413413414,0.07557557557557557,0.0,0.3502476835810169,0.31481481481481477,1.0,0.3988988988988989,0.40290290290290287,0.0,0.0,0.0,0.37487487487487486,0.0,0.08908908908908908,0.32732732732732733,0.6445210510059125,0.9439439439439439,0.887887887887888,0.4519519519519519,0.33633633633633636,0.4314314314314314,0.41941941941941946,0.0,0.0
0.5605605605605606,1.0,0.0,1.0,0.498998998998999,0.0,0.0,0.6636636636636637,0.0,0.7327327327327327,0.2157157157157157,0.0,0.0,0.7937937937937938,0.536036036036036,0.7377377377377378,0.6921921921921922,0.6341341341341341,0.0,0.7420449592154419,0.7617617617617618,0.47897897897897895,1.0,0.40290290290290287,0.0,0.0,0.0,0.37487487487487486,0.0,0.5865865865865866,0.8643643643643644,0.0,0.4444444444444444,0.0,0.4519519519519519,0.33633633633633636,0.4314314314314314,0.41941941941941946,0.0,0.0
